content_id,baseline_score,action_label,reason_code
content_66105d9c5127,194.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f3025526cd2d,194.05,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ce8619672faf,192.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_38b3f0575991,187.70000000000002,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e2b8e97ea579,181.65,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_747870c01e28,179.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0ad759bc5d3d,170.45000000000002,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6c7f71ab52fe,163.35000000000002,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1b51115391a3,161.05,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_78cb6709ef3e,160.20000000000002,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_cab2a611a390,158.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_cd5b1dd872c6,157.70000000000002,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_959d4811788b,154.05,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_c90bfc85694f,152.35,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ca3805a9d6d2,144.85,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_30aac2f74fd3,144.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_7c8916bd0e47,143.20000000000002,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6880eb215048,142.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f2508318df4b,141.55,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_7ef4a0408b07,141.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f364ebec9142,137.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_db3af57fb22d,137.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b1d593faf9c6,132.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_856d5eb90281,129.55,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_dce9528e18b1,125.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ac9a747fae8c,124.55000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_5da85a5135da,124.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_7be1f9930cea,123.5,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_87c007fb5c26,123.15,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_26cf570cafdc,122.5,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f39a7d9ceafb,120.85000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_a259ba53812e,120.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_33cf57389088,120.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e8fc703f7ef0,119.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b2bf50ecada6,119.30000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b5d6346b5ad5,118.35000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_10e0fbf10035,118.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f5fb70704716,115.80000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f155a0aa9e9e,115.10000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0f9305fb9daa,114.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_82c0aefcdbd0,114.35000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_85e056f45a84,112.80000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d30b448b0bab,112.10000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_caa0b9ca6768,111.35000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_10b4e02e2da0,109.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_fd502725c8dd,109.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_35d0f98ef4dc,107.30000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b37bb790714e,106.80000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d1268550d1e3,106.30000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_cab6d15a5215,104.60000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_bb485e06e530,104.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ace9c4bf711f,103.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_951dedee5850,103.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d0b182054ac2,103.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b929edda93a0,102.65,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_85925d6c92b8,102.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0829ece1148e,101.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f890d20292b1,100.80000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_4bb993e9270e,99.30000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_3a42e62946d6,99.05000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_5bedee4b96d5,98.60000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6e6694b67eb6,98.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b2544dd3cd76,98.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e8259898d88e,98.15,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_69deabcc81b5,98.05000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6b6a1f15679d,96.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_7d5ad3f9feee,95.80000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_7c7f34778041,95.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b5964a1a276f,93.60000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f2792dfc282c,93.5,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_09affbc0221a,91.55000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e0ed1649d2ca,91.05000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_7ce2ef889fd3,90.05000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1aae7c2983fc,89.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_597c1dcedde0,88.55000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_01613ff9c48f,87.30000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_89b8af9c2e3d,86.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_2605942dde18,86.85000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f44c380e8cff,85.65,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_8cc51f5a7376,84.80000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e74933316051,83.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_a128777972dd,83.30000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_53854b72b1cf,83.05000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_fd02f99559fa,82.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_56c54a03ece2,81.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0d2caacb67c3,81.35000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0d7d3b359828,81.05000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_a64702530135,79.65,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_c06a2fe22f4f,78.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0ff563db5034,78.15,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1b8075168e67,77.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e4a481bafa74,77.35000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e1bdad640bcf,76.60000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_c0fcb6a10c0e,76.55,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d925c960bbac,76.15,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_53d353c3db0f,75.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_39c0cb7f2bbd,75.5,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b03ea7190aea,75.4,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_fe1be55e468e,75.4,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_80ab8f6a154a,75.3,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_46de96f85924,74.55,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_201dc4530cf2,74.3,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f658e746131f,74.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_bb6c9ae71383,73.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_30b184c92a17,73.4,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_448ca4ed2f9a,73.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1d2233dc3323,73.15,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_145111a5da6e,73.15,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_5003f178bc9f,72.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_4e96d60a4e1c,71.85000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e0b39e983a86,71.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_c7b87d5dd8a0,70.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f3a0e908ff6c,70.8,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_9f27879302d7,70.5,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ce611830d125,70.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_9b3d7bfa7e2f,70.3,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_59c6906799be,69.8,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_8db4c9e4360b,69.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_53a79adb64de,68.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b6e6f623be4e,68.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d831e97bab46,68.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0ca03d54c197,67.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_78dc113bf509,67.9,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_75db27ddb2a5,67.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1df2423841db,67.15,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_4b1303a5affe,67.05,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_cca1e559cffd,66.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_3379b1fa609a,66.65,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_5c222d2ef819,65.8,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_9ffce579ab96,65.8,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_9de1f0e1077b,65.8,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_c62b377fa3d3,64.8,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_fb1548cece22,64.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e92273e83ffc,64.65,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_99c177eb1cf5,64.4,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0c8b0099fc8c,64.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_20b4866e7f62,64.10000000000001,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_3653151b7ac7,63.900000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e72ecedaf986,63.6,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_29edd4a67cf6,63.400000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_26d48a980581,63.300000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6a11fcdbbc2a,63.150000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_212375a53741,62.900000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_cf5eadf493d3,62.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1f1eb3e67ac9,62.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0351c75cc913,61.800000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6eb16d7a88ae,61.800000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e2d06fb19616,61.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_65629be9dbb5,61.5,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_26e7e98c8e41,61.300000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_2e925b3780f0,61.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d5b833d82e72,61.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_a2d394e98056,61.0,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1e57b71527e4,60.650000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_06531199cd40,60.6,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_694bc660415b,59.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_93edea54a28f,59.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b854e1b19fe8,59.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_bc2f4f6ac33c,59.550000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_247e30bf3be6,59.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_04c10b7d4b2b,58.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_018cf0021b5d,58.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_214a94adfa00,58.400000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d7d136ba8b36,58.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_a68a727b68d4,58.050000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_4f1297aaa874,57.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0868e82484db,57.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d8f1f24b42c7,57.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_8c5405b0ce59,57.050000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_c353ed2bcd24,56.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_785966208f94,56.900000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_c5e63875b21a,56.85,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_9e6c26757e7b,56.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b23fa9e12c1d,56.650000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_0709d50aa283,56.35,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ef55a64d948b,56.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_1d9909fc2b04,56.1,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_756881a4736b,56.1,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_92add00e895d,55.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_5352bbcea612,55.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_527beec00658,55.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ce1f9e5f2424,55.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6ff38d8e90ae,55.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d10d476fbfa5,55.650000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_37bb865c7f2f,55.6,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_9b5fde123cea,55.550000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_97a08f7b106c,55.400000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_850062ab0112,55.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_aee46e5bed69,54.85,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e434e1419da3,54.800000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_3d4004b21c6f,54.300000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_08093639296d,54.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_ea2a7c085cdf,54.150000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
